input string, place, country, latitude, longitude, count
"dorchester, dorset, england","","",,,1
"dordrecht","dordrecht","netherlands",51.81,4.67361,1
"dorset, uk","dorsten","germany",51.66166,6.96514,1
"dover, nh","dover","united states",40.88399,-74.5621,1
"down under","","",,,1
"down under in oz (brisbane) ˆ´ê","","",,,1
"downton abbey","","",,,1
"downtown halifax","","",,,1
"drachten","drachten","netherlands",53.11254,6.0989,1
"drakenburg, niedersachsen","","",,,1
"dramaga ipb","","",,,1
"dream land, heaven","","",,,1
"dream world","","",,,1
"drebach, germany","germany","germany",51.165691,10.451526,1
"drenthe","","",,,1
"dresden","dresden","germany",51.05089,13.73832,1
"dressrosa","","",,,1
"drogheda, ireland","drogheda","ireland",53.71889,-6.34778,1
"drumheller, ab canada","","",,,1
"dubai","dubai","united arab emirates",25.0657,55.17128,1
"dubai - u.a.e","","",,,1
"dubai - u.a.e.","","",,,1
"dubai - uae","","",,,1
"dubai / uae","","",,,1
"dubai festival city, uae","","",,,1
"dubai media city, uae","","",,,1
"dubai uae","","",,,1
"dubai united arab emirates","","",,,1
"dubai, u.a.e","dubai","united arab emirates",25.0657,55.17128,1
"dubai, uae","dubai","united arab emirates",25.0657,55.17128,1
"dubai, uae/goa, india","dubai","united arab emirates",25.0657,55.17128,1
"dubai, united arab emirates","dubai","united arab emirates",25.0657,55.17128,1
"dubai. jumeirah lakes towers","","",,,1
"dubai/sheffield","","",,,1
"dublin","dublin","united states",37.70215,-121.93579,1
"dublin ireland","","",,,1
"dublin, ireland","dublin","united states",37.70215,-121.93579,2
"dublin. chy 15448","","",,,1
"dumfries","","",,,1
"dunbartonshire","","",,,1
"dundee, scotland","dundee","south africa",-28.16678,30.23371,1
"dunmore, pa","","",,,1
"durban","durban","south africa",-29.8579,31.0292,1
"durban, sa","durban","south africa",-29.8579,31.0292,1
"durban, south africa","durban","south africa",-29.8579,31.0292,1
"durban; kzn; south africa","","",,,1
"durbanville, western cape","durban","south africa",-29.8579,31.0292,1
"durgapur west bengal","durgapur","india",20.0048,79.30306,1
"durham","durham","united states",35.99403,-78.89862,2
"durham & manchester","","",,,1
"durham region","","",,,1
"durham, north carolina","durham","united states",35.99403,-78.89862,1
"durham, uk","durham","united states",35.99403,-78.89862,1
"dusseldorf, germany","dusseldorf","germany",51.22172,6.77616,1
"dyffryn nantlle, wales","","",,,1
"dÌ?k2 dÌ?€ÙÌ?n salonu sahibi...","","",,,1
"dÌ?n Ìöideann, alba","","",,,1
"dÌ?nya","","",,,1
"ealing","","",,,1
"earth","","",,,3
"earth - it","","",,,1
"earth - usa - ??","","",,,1
"earth that was","","",,,1
"earth without art just eh (?)","","",,,1
"earth!","","",,,1
"earth, solar system - milkyway","","",,,1
"earth, space, time","","",,,1
"earth-33 (earth-prime)","","",,,1
"earth-heaven","","",,,1
"earth.","","",,,1
"earth. for now.","","",,,1
"east borneo kalimantan","","",,,1
"east coast usa","","",,,1
"east coast, usa","","",,,1
"east coast.","","",,,1
"east finchley, london, uk","","",,,1
"east java","","",,,1
"east java, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"east lansing","east lansing","united states",42.73698,-84.48387,1
"east las vegas, las vegas","east lake","united states",28.11085,-82.69482,1
"east lothian, guifford, uk","east london","south africa",-33.01529,27.91162,1
"east of lansing","east lansing","united states",42.73698,-84.48387,1
"east sussex","","",,,1
"east tennessee","","",,,1
"east wiltshire","","",,,1
"eastern passage, ns","","",,,1
"eastern usa","","",,,1
"eastern woodlands","","",,,1
"easthampton, ma","easthampton","united states",42.26676,-72.66898,1
"eastland","eastlake","united states",41.65394,-81.45039,1
"ec","","",,,1
"ecologic","","",,,1
"ecu","","",,,1
"ecuador","ecuador","ecuador",-1.831239,-78.183406,2
"ecuador / chile","ecuador","ecuador",-1.831239,-78.183406,1
"ecuador.","ecuador","ecuador",-1.831239,-78.183406,1
"ed sheeran's sofa","","",,,1
"eden mills, ontario, canada","canada","canada",56.130366,-106.346771,1
"eden park","","",,,1
"edgewood, md","edgewood","united states",39.41872,-76.2944,1
"edhec business school, lille","","",,,1
"edinburgh","edinburg","united states",26.30174,-98.16334,2
"edinburgh (via st andrews)","edinburg","united states",26.30174,-98.16334,1
"edinburgh * london * highlands","edinburg","united states",26.30174,-98.16334,1
"edinburgh, scotland","edinburg","united states",26.30174,-98.16334,1
"edinburgh, uk","edinburg","united states",26.30174,-98.16334,1
"edmonton","edmonton","canada",53.55014,-113.46871,1
"edmonton alberta canada","edmonton","canada",53.55014,-113.46871,1
"edmonton, ab","edmonton","canada",53.55014,-113.46871,1
"edmonton, ab, canada","edmonton","canada",53.55014,-113.46871,1
"edmonton, alberta","edmonton","canada",53.55014,-113.46871,1
"edmonton, alberta, canada","edmonton","canada",53.55014,-113.46871,1
"edmusic","","",,,1
"eglinton and yonge","","",,,1
"egypt","egypt","egypt",26.820553,30.802498,1
"eh.makassar(at)gmail(dot)com","","",,,1
"ehpontianak #iniaksiku","","",,,1
"eindhoven, the netherlands","eindhoven","netherlands",51.44083,5.47778,1
"either on the piano bench, or behind espresso machine","","",,,1
"el hatillo caracas venezuela","el hatillo","venezuela",10.42994,-66.8161,1
"el salvador","el salvador","el salvador",13.794185,-88.89653,1
"el salvador.","el salvador","el salvador",13.794185,-88.89653,1
"el socorro","","",,,1
"el vendrell","el vendrell","spain",41.21667,1.53333,1
"elandsbay, western cape","","",,,1
"elkins, wv","","",,,1
"elkridge, md","elkridge","united states",39.21261,-76.71358,1
"elora, ontario","","",,,1
"eltham road, london, se12 8uf","eltham","australia",-37.73333,145.15,1
"elwood, ny","","",,,1
"email: tcproject@live.co.uk","","",,,1
"embree, nl","","",,,1
"emirates stadium","","",,,1
"emirates ~ al ain","","",,,1
"emmaus, pa","","",,,1
"emu park, qld 4710","","",,,1
"en el fin del mundo","","",,,1
"en mi usshak, idhÌ?n","","",,,1
"en todo el mundo","","",,,1
"en todo el mundoo.xiv","","",,,1
"en un pueblito cercano","","",,,1
"endonesa","","",,,1
"engineer","","",,,1
"england","","",,,2
"england & wales","","",,,1
"england and wales","","",,,1
"england(amin)","","",,,1
"england, gb, uk, europe, earth","","",,,1
"england, uk","","",,,1
"england, united kingdom","","",,,1
"england.","","",,,1
"english midlands","","",,,1
"enjoying the view!","","",,,1
"enschede","enschede","netherlands",52.21833,6.89583,1
"enschede, overijssel","enschede","netherlands",52.21833,6.89583,1
"envigado-colombia","envigado","colombia",6.17591,-75.59174,1
"epsom surrey england uk","","",,,1
"erbil , iraq","erbil","iraq",36.19257,44.01062,1
"erde","erdek","turkey",40.3996,27.79348,1
"erie","erie","united states",40.05026,-105.04998,1
"ermelo","ermelo","south africa",-26.53333,29.98333,1
"ernakulam","","",,,1
"erode","erode","india",11.3428,77.72741,1
"eropah","","",,,1
"escape","","",,,1
"eskilstuna","eskilstuna","sweden",59.36661,16.5077,1
"esp., eng. & meme connoisseur~","","",,,1
"espaÌ±a","","",,,1
"espaÌ±a - america","","",,,1
"espaÌ±a - spain","","",,,1
"espoo","espoo","finland",60.2052,24.6522,1
"espoo, pohjois-laajalahti","espoo","finland",60.2052,24.6522,1
"essex","essex","united states",39.30927,-76.47496,2
"essex uk","essex","united states",39.30927,-76.47496,1
"essex, england","essex","united states",39.30927,-76.47496,1
"essex, uk","essex","united states",39.30927,-76.47496,1
"etobicoke","etobicoke","canada",43.65421,-79.56711,1
"etobicoke/toronto on ca","etobicoke","canada",43.65421,-79.56711,1
"eu-de-bawÌ?-ka","","",,,1
"europa.yes, the moon. (greece)","","",,,1
"europe","","",,,1
"europe, africa & middle east","","",,,1
"europe, serbia, pancevo","","",,,1
"european commission","","",,,1
"evanston, il","evanston","united states",42.04114,-87.69006,1
"events hosted globally","","",,,1
"events@sailors-society.org","","",,,1
"everywhere","","",,,2
"everywhere (nearly)","","",,,1
"everywhere i stay it's my home","","",,,1
"everywhere i want to be =)","","",,,1
"everywhere in the world","","",,,1
"everywhere with you","","",,,1
"everywhere!","","",,,1
"evesham, united kingdom","","",,,1
"exeter","","",,,1
"exeter hemyock mineheadtaunton","","",,,1
"exeter st davids station","","",,,1
"exeter, devon","","",,,1
"exeter, uk","","",,,1
"exploring!","","",,,1
"facebook.com/wwfcee","","",,,1
"faculdade redentor, rj","","",,,1
"faircity wanderer","","",,,1
"fairfax, va","","",,,1
"fairmont sanur beach bali","","",,,1
"fairyland called reality","","",,,1
"fakultas ekonomi umi-makassar","","",,,1
"falcÌ?n - venezuela","","",,,1
"falfield, gloucestershire.","","",,,1
"falmouth helston","","",,,1
"falmouth, cornwall","","",,,1
"falmouth, ma.","","",,,1
"falun, sweden","falun","sweden",60.60357,15.62597,1
"fama","","",,,1
"family-owned and operated","","",,,1
"fans for peter reckell","","",,,1
"far and wide","","",,,1
"far away from you","","",,,1
"far from you","","",,,1
"far north and left","","",,,1
"fargo, nd","fargo","united states",46.87719,-96.7898,1
"faridabad, haryana (ncr)","faridabad","india",28.41252,77.31977,1
"farnborough","","",,,1
"farnham, surrey","","",,,1
"fascinating indonesia","","",,,1
"fergus, on","ferguson","united states",38.74422,-90.30539,1
"festive festivals everywhere","","",,,1
"fife,scotland","","",,,1
"fiji","fiji","fiji",-16.578193,179.414413,1
"filipins","","",,,1
"fin-funland","","",,,1
"finland","finland","finland",61.92411,25.748151,2
"finland, finland","finland","finland",61.92411,25.748151,1
"firenze - italia","","",,,1
"firenze, italy","italy","italy",41.87194,12.56738,1
"fixed gear!","","",,,1
"fl & al - usa","","",,,1
"fl, usa","","",,,1
"flagler beach, fl","","",,,1
"flagstaff, az usa ‰ÛÊ","flagstaff","united states",35.19807,-111.65127,1
"flight 815","","",,,1
"flintstone, md","","",,,1
"floreat hova","","",,,1
"florence","florence","united states",33.03145,-111.38734,1
"florianÌ?polis","florian√≥polis","brazil",-27.59667,-48.54917,1
"florida","florida","uruguay",-34.09556,-56.21417,1
"florida, usa","florida","uruguay",-34.09556,-56.21417,1
"floriduh","florida","uruguay",-34.09556,-56.21417,1
"fm:cdo-ph to dubai to twitter!","","",,,1
"folkestone kent","","",,,1
"food technology, gadjah mada","","",,,1
"for food:- @luxury_gourmet","","",,,1
"forest manor ps","forest park","united states",39.29034,-84.50411,1
"forest of bowland, lancs, uk","forest lake","united states",45.27886,-92.98522,1
"forest park, il","forest park","united states",39.29034,-84.50411,1
"foreverland, oslo, norway","norway","norway",60.472024,8.468946,1
"forks |storybrooke| mÌ©xico","","",,,1
"formaciÌ?n la quinta, tÌÁchira","","",,,1
"formosa / argentina","formosa","brazil",-15.53722,-47.33444,1
"fort bragg, ca","fort bragg","united states",35.139,-79.00603,1
"fort mcmurray","fort mcmurray","canada",56.72676,-111.38103,1
"fort mcmurray, alberta","fort mcmurray","canada",56.72676,-111.38103,1
"fort portal","fort portal","uganda",0.66174,30.2748,1
"fort saskatchewan, ab","","",,,1
"fort wayne, in","fort wayne","united states",41.1306,-85.12886,1
"fort worth, texas","fort worth","united states",32.72541,-97.32085,1
"fortaleza - cearÌÁ - brasil","fortaleza","brazil",-3.71722,-38.54306,1
"fortaleza,cearÌÁ - brasil","fortaleza","brazil",-3.71722,-38.54306,1
"fortaleza/ce","fortaleza","brazil",-3.71722,-38.54306,1
"founder of @isf_pawsa crew","","",,,1
"fourways, johannesburg","","",,,1
"foz do iguaÌ?u","foz do iguacu","brazil",-25.54778,-54.58806,1
"foz do iguaÌ?u, paranÌÁ, brasil","foz do iguacu","brazil",-25.54778,-54.58806,1
"fraisses","","",,,1
"framelÌ¢ndia","","",,,1
"france","france","france",46.227638,2.213749,3
"france & switzerland","","",,,1
"france - bordeaux","","",,,1
"france paris","france","france",46.227638,2.213749,1
"france, bretagne","franca","brazil",-20.53861,-47.40083,1
"france, terre","franca","brazil",-20.53861,-47.40083,1
"france.","france","france",46.227638,2.213749,1
"frankfurt","frankfurt (oder)","germany",52.34714,14.55062,1
"frankfurt am main","frankfurt am main","germany",50.11552,8.68417,1
"frankfurt, germany","frankfurt (oder)","germany",52.34714,14.55062,1
"franklin blvd eugene, or","franklin square","united states",40.70732,-73.67596,1
"frankreich !","","",,,1
"frankrijkstraar 9, aruba","aruba","aruba",12.52111,-69.968338,1
"frankurt am main - flughafen","","",,,1
"franschhoek","","",,,1
"frascati","frascati","italy",41.82124,12.66294,1
"fredericksburg, tx","frederickson","united states",47.09621,-122.35873,1
"fredericton","fredericton","canada",45.94541,-66.66558,1
"fredericton, nb","fredericton","canada",45.94541,-66.66558,1
"fredrikstad & oslo","fredrikstad","norway",59.2181,10.9298,1
"freetown sierra leone","freetown","sierra leone",8.484,-13.22994,1
"freiburg","freiburg","germany",47.9959,7.85222,1
"fremantle, australia","fremantle","australia",-32.05,115.76667,1
"fremantle, western australia","fremantle","australia",-32.05,115.76667,1
"freo, aust. (switz. in '15)","","",,,1
"fresno, california","fresno","united states",36.74773,-119.77237,1
"friesland","","",,,1
"frittole, 1400 (quasi 1500)","","",,,1
"friuli venezia giulia, italy","italy","italy",41.87194,12.56738,1
"from coast to coast in canada","","",,,1
"from kerry living in donegal","","",,,1
"from local to global to local","","",,,1
"from nepal (land of gorkhali )","","",,,1
"from planet gallifrey‰ªÁ","","",,,1
"from timeless space","","",,,1
"ftsp uii yogyakarta, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"fujairah","","",,,1
"fullerton, ca, usa","fullerton","united states",33.87029,-117.92534,1
"fuori dal mondo","","",,,1
"future love paradise","","",,,1
"fÌ?hren, germany (bei trier)","","",,,1
"ga, co, ny, mn","","",,,1
"gaborone, botswana","gaborone","botswana",-24.65451,25.90859,1
"gaia","","",,,1
"gaia, mÌ£e terra","","",,,1
"gainesville, fl","gainesville","united states",33.62594,-97.13335,1
"galaksi bima sakti","","",,,1
"galaxy","","",,,1
"galaxy macdaddy-3d","","",,,1
"galicia-bilbao","","",,,1
"gallifrey","","",,,1
"galloway","","",,,1
"galveston, tx","galveston","united states",29.30135,-94.7977,1
"galway, ireland","ireland","ireland",53.41291,-8.24389,1
"gananoque, ontario","","",,,1
"garden bed","garden grove","united states",33.77391,-117.94145,1
"garden grove, ca","garden grove","united states",33.77391,-117.94145,1
"garden route","garden grove","united states",33.77391,-117.94145,1
"garut","","",,,1
"gatineau, quÌ©bec","gatineau","canada",45.47723,-75.70164,1
"gator nation","","",,,1
"gatwick rh6 0ll, uk","","",,,1
"gauteng, south africa","gauting","germany",48.06919,11.37703,1
"gauteng, south african","gauting","germany",48.06919,11.37703,1
"gaytan, guanajuato - chicago","","",,,1
"gc 1st year ece","","",,,1
"gcu students' association","","",,,1
"gd. pusgiwa ftui lt. 2, depok","","",,,1
"gdh. thinadhoo, maldives","maldives","maldives",3.202778,73.22068,1
"gedung c lt.7 kampus iv unpas","","",,,1
"gedung h its surabaya","","",,,1
"geelong","geelong","australia",-38.14711,144.36069,1
"geelong, australia","geelong","australia",-38.14711,144.36069,1
"geelong, victoria, australia","geelong","australia",-38.14711,144.36069,1
"gegana ‰ù?","","",,,1
"gehenna","","",,,1
"gelendotan dipelukanmu","","",,,1
"genderqueer lesbian, bflo ny","","",,,1
"generousflavour","","",,,1
"geneva","geneva","united states",41.88753,-88.30535,1
"geneva & everywhere","","",,,1
"geneva - new york","","",,,1
"geneva -switzerland","","",,,1
"geneva / orlando / nice","","",,,1
"geneva, switzerland","geneva","united states",41.88753,-88.30535,1
"genÌ¬ve","","",,,1
"george mason university","","",,,1
"georgetown guyana","georgetown","united states",30.63269,-97.67723,1
"georgia , tbilisi","georgievka","kazakhstan",49.32671,81.57373,1
"georgia, usa","georgievka","kazakhstan",49.32671,81.57373,1
"georgian bay","georgia","georgia",42.315407,43.356892,1
"georgina, ontario","georgievka","kazakhstan",49.32671,81.57373,1
"georgina, ontario, canada","georgievka","kazakhstan",49.32671,81.57373,1
"ger","gera","germany",50.88029,12.08187,1
"gerakas attikis greece","gerakas","greece",38.02277,23.8576,1
"germany","germany","germany",51.165691,10.451526,1
"germany / australia","germany","germany",51.165691,10.451526,1
"get our ebrochure:","","",,,1
"ghana","ghana","ghana",7.946527,-1.023194,1
"ghent, belgium","gent","belgium",51.05,3.71667,1
"gibraltar","gibraltar","gibraltar",36.137741,-5.345374,1
"gidea park","","",,,1
"gilgal - bukit natsach","","",,,1
"gipuzkoa, paÌ?s vasco","","",,,1
"gjÌüvik, norway","norway","norway",60.472024,8.468946,1
"gladstone marina campus, qld","gladstone","united states",39.20389,-94.55468,1
"gland, switzerland","glan","philippines",5.82417,125.20333,2
"glasgow","","",,,2
"glasgow city scotland","","",,,1
"glasgow, atlanta & others","","",,,1
"glasgow, scotland","","",,,1
"glasgow, scotland & uk","","",,,1
"glasgow, scotland uk","","",,,1
"glasgow, uk","","",,,1
"glasgow/london","","",,,1
"glastonbury | street","","",,,1
"glencoe, illinois","glen cove","united states",40.86232,-73.63374,1
"global","","",,,2
"global (hqs london/edinburgh)","","",,,1
"global base @ mumbai i india","","",,,1
"global citizen","","",,,1
"global free spirit","","",,,1
"global green game & book & app","","",,,1
"global nomad","","",,,1
"global reach","","",,,1
"global via usa","","",,,1
"global village","","",,,1
"gloucester nsw","gloucester","united states",42.61593,-70.66199,1
"gloucester, gloucestershire","gloucester","united states",42.61593,-70.66199,1
"gloucestershire","gloucester","united states",42.61593,-70.66199,2
"gloucestershire & london, uk","gloucester","united states",42.61593,-70.66199,1
"gloucestershire uk","gloucester","united states",42.61593,-70.66199,1
"gloucestershire, england","gloucester","united states",42.61593,-70.66199,1
"gns, surabaya","","",,,1
"goa","goa","philippines",13.6978,123.4892,1
"godalming, surrey, uk","","",,,1
"godalming, uk","","",,,1
"godric's hollow","","",,,1
"gods own country","","",,,1
"goiÌ¢nia","goi√¢nia","brazil",-16.67861,-49.25389,1
"goiÌ¢nia-goiÌÁs-brasil","","",,,1
"gold coast","gold coast","australia",-28.00029,153.43088,1
"gold coast, australia","gold coast","australia",-28.00029,153.43088,1
"golden, colorado","golden","united states",39.75554,-105.2211,1
"goldstein group communications","","",,,1
"golfo de mÌ©xico","","",,,1
"gonbad-e-qaboos_ tehran, iran","gonbad-e kavus","iran",37.25004,55.16721,1
"googleame","","",,,1
"googleplex, california, u.s.","","",,,1
"gordons bay","","",,,1
"gorontalo - malang, indonesia","gorontalo","indonesia",0.5412,123.0595,1
"gosford","","",,,1
"gotam city","","",,,1
"gotha,thÌ?ringen","gotha","germany",50.94823,10.70193,1
"gotham","gotha","germany",50.94823,10.70193,1
"gouda ....... the netherlands","","",,,1
"gowa sampena makassar","","",,,1
"gowanus, brooklyn","","",,,1
"granada","granada","nicaragua",11.92988,-85.95602,1
"granada, spain","granada","nicaragua",11.92988,-85.95602,1
"grand indonesia shoping town","","",,,1
"grand indonesia west mall lt.5","","",,,1
"gravesend, kent uk","","",,,1
"gravesham, england","","",,,1
"great lakes","great falls","united states",47.50024,-111.30081,1
"great nusantara raya","","",,,1
"greater boston ma","greater noida","india",28.49615,77.53601,1
"greater moncton area","greater napanee","canada",44.25012,-76.94944,1
"greater noida, india","greater noida","india",28.49615,77.53601,1
"greater st. louis metro area","greater sudbury","canada",46.49,-80.99001,1
"greater toronto area","greater northdale","united states",28.10545,-82.52594,2
"greater toronto area, canada","greater northdale","united states",28.10545,-82.52594,1
"greater yekaterinburg, russia","greater napanee","canada",44.25012,-76.94944,1
"greece","greece","greece",39.074208,21.824312,2
"greece, uk","","",,,1
"green world","greenwood","united states",34.1954,-82.16179,1
"greenhithe, kent","","",,,1
"greenpoint, cape town","","",,,1
"greensboro, nc","greensborough","australia",-37.70462,145.10302,1
"grenada, west indies","","",,,1
"gresick","gresik","indonesia",-7.15389,112.65611,1
"gresik","gresik","indonesia",-7.15389,112.65611,1
"gresik, east java","gresik","indonesia",-7.15389,112.65611,1
"gresik, east java - indonesia","gresik","indonesia",-7.15389,112.65611,1
"gresik, jawa timur","gresik","indonesia",-7.15389,112.65611,1
"gresik| jawatimur| indonesia","","",,,1
"grey enterprises holdings inc","","",,,1
"greytown, new zealand","","",,,1
"gridley, ca.","","",,,1
"grimsby","","",,,1
"groningen","groningen","netherlands",53.21917,6.56667,1
"groningen, nederland","groningen","netherlands",53.21917,6.56667,1
"grÌÊcia","","",,,1
"gt","","",,,1
"gta","","",,,1
"gta, ontario","","",,,1
"gta/toronto","","",,,1
"gtr manchester","","",,,1
"guadalajara, mx","guadalajara","mexico",20.66682,-103.39182,1
"guadalajara, mÌ©xico.","guadalajara","mexico",20.66682,-103.39182,1
"guadalajara, spain","guadalajara","mexico",20.66682,-103.39182,1
"guadalajara,jalisco mexico","guadalajara","mexico",20.66682,-103.39182,1
"guadalajara,mÌäxico","guadalajara","mexico",20.66682,-103.39182,1
"guanajuato, mÌ©xico.","guanajuato","mexico",21.01858,-101.2591,1
"guanta-anzoÌÁtegui.","","",,,1
"guarapuava","guarapuava","brazil",-25.39048,-51.46541,1
"guarulhos/sp .brasil","guarulhos","brazil",-23.46278,-46.53333,1
"guatemala","guatemala","guatemala",15.783471,-90.230759,1
"guatemala city","guatemala","guatemala",15.783471,-90.230759,1
"guatemala city, guatemala","guatemala city","guatemala",14.64072,-90.51327,1
"guatemala.","guatemala","guatemala",15.783471,-90.230759,1
"guayaquil","guayaquil","ecuador",-2.20584,-79.90795,1
"guayaquil - ecuador","guayaquil","ecuador",-2.20584,-79.90795,1
"guayaquil, ecuador","guayaquil","ecuador",-2.20584,-79.90795,1
"guayaquil-ecuador","guayaquil","ecuador",-2.20584,-79.90795,2
"guayas, ecuador","ecuador","ecuador",-1.831239,-78.183406,1
"guayas-ecuador","","",,,1
"guelph","guelph","canada",43.54594,-80.25599,1
"guelph & kitchener, ontario","","",,,1
"guelph ontario canada","","",,,1
"guelph, on","guelph","canada",43.54594,-80.25599,1
"guelph, ontario","guelph","canada",43.54594,-80.25599,1
"guelph, ontario, canada","guelph","canada",43.54594,-80.25599,1
"guildford, surrey","","",,,1
"guildford, uk","","",,,1
"gunungkidul | yogyakarta","","",,,1
"gunungkidul, yogyakarta","","",,,1
"gurgaon, haryana, india","gurgaon","india",28.4601,77.02635,1
"guwahati, assam","guwahati","india",26.1844,91.7458,1
"guyana","guyana","guyana",4.860416,-58.93018,1
"guyana canada usa","","",,,1
"gwalior","gwalior","india",26.22983,78.17337,1
"gymnasticsstadium,seoul","","",,,1
"gÌ?teborg","","",,,1
"gÌÁldar, las palmas, espaÌ±a","","",,,1
"h","","",,,1
"haaksbergen","haaksbergen","netherlands",52.15667,6.73889,1
"haarlem","haarlem","netherlands",52.38084,4.63683,1
"hacia la izquierda","","",,,1
"hackettstown, new jersey","","",,,1
"haddington, east lothian","","",,,1
"hades, tx","","",,,1
"halayhay tanza cavite","","",,,1
"hale, cheshire","hale","united kingdom",53.37831,-2.33271,1
"halifax","halifax","canada",44.64533,-63.57239,1
"halifax nova scotia","halifax","canada",44.64533,-63.57239,1
"halifax ns","halifax","canada",44.64533,-63.57239,1
"halifax ns to kingston on","","",,,1
"halifax regional municipality","","",,,1
"halifax, nova scotia","halifax","canada",44.64533,-63.57239,1
"halifax, nova scotia, canada","halifax","canada",44.64533,-63.57239,1
"halifax, ns","halifax","canada",44.64533,-63.57239,1
"hallituskatu 10, tampere","","",,,1
"halton","alton","united states",38.8906,-90.18428,1
"halton hills, ontario, canada","canada","canada",56.130366,-106.346771,1
"hamburg","hamburg","germany",53.57532,10.01534,1
"hamburg to greifswald","hamburg","germany",53.57532,10.01534,1
"hamburg, deutschland","hamburg","germany",53.57532,10.01534,1
"hamburg, geneva, london","hamburg","germany",53.57532,10.01534,1
"hamburg, germany","hamburg","germany",53.57532,10.01534,1
"hamburg, new york","hamburg","germany",53.57532,10.01534,1
"hamburg.","hamburg","germany",53.57532,10.01534,1
"hamilton","hamilton","united states",39.3995,-84.56134,1
"hamilton / meaford","hamilton","united states",39.3995,-84.56134,1
"hamilton and st. catharines","hamilton","united states",39.3995,-84.56134,1
"hamilton island","hamilton","united states",39.3995,-84.56134,1
"hamilton ontario","hamilton","united states",39.3995,-84.56134,1
"hamilton ontario canada","hamilton","united states",39.3995,-84.56134,1
"hamilton, canada","hamilton","united states",39.3995,-84.56134,1
"hamilton, new zealand","hamilton","united states",39.3995,-84.56134,1
"hamilton, on","hamilton","united states",39.3995,-84.56134,1
"hamilton, ontario","hamilton","united states",39.3995,-84.56134,2
"hamilton, ontario, canada","hamilton","united states",39.3995,-84.56134,1
"hamilton,ontario","hamilton","united states",39.3995,-84.56134,1
"hamme-moerzeke","","",,,1
"hampshire (uk)","","",,,1
"hampshire, england.","","",,,1
"hampshire, uk","","",,,1
"hampton roads, va","hampton park","australia",-38.03333,145.25,1
"hannover","hannover","germany",52.37052,9.73322,1
"hannover, germany","hannover","germany",52.37052,9.73322,1
"hanoi, vietnam","hanoi","vietnam",21.0245,105.84117,1
"happy birthday!","","",,,1
"happydale","","",,,1
"harbin/ la","harbin","china",45.75,126.65,1
"harderwijk, the netherlands","harderwijk","netherlands",52.34167,5.62083,1
"harding, south africa","","",,,1
"harefield, middx","","",,,1
"harperland (formerly canada)","","",,,1
"harpers ferry","","",,,1
"harrogate","","",,,1
"hasselt, limburg, belgium","hasselt","belgium",50.93106,5.33781,1
"hastings","hastings","united states",40.58612,-98.38839,1
"hastings, neb","hastings","united states",40.58612,-98.38839,1
"haucoin@hrsb.ca","","",,,1
"haugesund, norway / london, uk","haugesund","norway",59.41378,5.268,1
"haukipudas, finland","haukipudas","finland",65.17654,25.35233,1
"havant","havana","cuba",23.13302,-82.38304,1
"hawaii\sf\dc\germany","","",,,1
"hawaiian islands ~ kauai","","",,,1
"hawally, kuwait","hawalli","kuwait",29.33278,48.02861,1
"hawk run, pa 16840-9620","","",,,1
"hayward, california usa","hayward","united states",37.66882,-122.0808,1
"hdsb trustee, ward 4 oakville","","",,,1
"headquartered in singapore","","",,,1
"headquarters in austin, texas","","",,,1
"heart of catskills","","",,,1
"heart of england","","",,,1
"heathrow terminal 5, london","","",,,1
"heaven","","",,,1
"heaven aint hard 2 find","","",,,1
"heaven, earth and expand.","","",,,1
"heavensinki - fineland","","",,,1
"heemstede","heemstede","netherlands",52.34992,4.62301,1
"heidelberg","heidelberg","south africa",-26.50476,28.35921,1
"heidesheim","","",,,1
"heighington village, england","","",,,1
"hello fktv jogja","","",,,1
"hello kitty‰ª´ kawaii town =p","","",,,1
"help change the world","","",,,1
"helsingborg","helsingborg","sweden",56.04673,12.69437,1
"helsinki","helsinki","finland",60.16952,24.93545,1
"helsinki, finland","helsinki","finland",60.16952,24.93545,2
"helsinki, finland. also joe","helsinki","finland",60.16952,24.93545,1
"helsinki, kÌ?pylÌ?","helsinki","finland",60.16952,24.93545,1
"henley on thames","","",,,1
"here & there","","",,,1
"here on earth","","",,,1
"here there and everywhere","","",,,1
"here!","","",,,1
"here, there and everywhere","herne","germany",51.5388,7.22572,1
"hereford","hereford","united states",34.81506,-102.3977,1
"herefordshire, uk","hereford","united states",34.81506,-102.3977,1
"heriotdale johannesburg","","",,,1
"hertfordshire","","",,,1
"hidden island","","",,,1
"high park, toronto","high peak","united kingdom",53.36797,-1.84536,1
"high up in a hammock-a-swing","","",,,1
"highland heights ohio","highland village","united states",33.09179,-97.04668,1
"highland, scotland","highland","united states",40.44995,-111.77021,1
"highlands ranch, colorado","highlands ranch","united states",39.55388,-104.96943,1
"hildesheim","hildesheim","germany",52.15077,9.95112,1
"hindley green, wigan","","",,,1
"ho chi minh city, vietnam","ho chi minh city","vietnam",10.82302,106.62965,1
"hobart","hobart","united states",41.53226,-87.25504,1
"hogwarts","","",,,1
"hogwarts :)","","",,,1
"hogwarts-camelot-bakerst","","",,,1
"holbrook, nsw, australia","holbrook","united states",40.81232,-73.07844,1
"holland landing, on","holland","united states",42.78752,-86.10893,1
"holland marsh, ontario","holland","united states",42.78752,-86.10893,1
